Id,ExecTime,l2Miss,tlbMiss
6,3859838,4833,8
7,4925513,131,5
8,4328702,9875,31
9,6458054,762,11
0,4015108,466,9
1,4039028,520,16
2,3614811,468,19
3,3662270,113,5
4,6450973,970,29
5,4548216,1086,19
6,3860189,4834,8
7,4925676,118,5
8,4328649,9876,31
9,6459892,740,11
0,4015811,468,9
1,4038243,509,16
2,3614297,464,19
3,3662675,115,5
4,6451189,972,29
5,4548027,1082,19
6,3860379,4835,8
7,4925486,132,5
8,4328730,9878,31
9,6457162,747,11
0,4015783,469,9
1,4034513,525,16
2,3614243,463,19
3,3662108,109,4
4,6451351,965,29
5,4548541,1087,19
6,3860243,4835,8
7,4925324,131,5
8,4328703,9875,31
9,6458189,755,11
0,4013919,456,9
1,4041189,509,16
2,3614216,460,19
3,3662730,113,5
4,6450352,966,29
5,4549216,1100,19
6,3859297,4830,8
7,4925135,114,5
8,4328730,9876,31
9,6458216,740,11
0,4015054,468,9
1,4037892,521,16
2,3613864,453,19
3,3662378,109,4
4,6452244,965,29
5,4550108,1097,19
6,3860243,4831,8
7,4925081,128,5
8,4329027,9875,31
9,6459378,736,11
0,4021757,555,9
1,4044892,544,16
2,3616217,499,19
3,3663135,120,4
4,6453432,1008,29
5,4551784,1138,19
6,3860865,4848,8
7,4925486,140,5
8,4328730,9881,31
9,6461459,984,11
0,4018513,515,9
1,4032432,526,16
2,3614621,467,19
3,3662703,118,5
4,6453135,975,29
5,4551351,1113,19
6,3859973,4838,8
7,4924810,135,5
8,4329243,9872,31
9,6458351,767,11
0,4017297,488,9
1,4040135,512,16
2,3614621,470,19
3,3662351,115,5
4,6450216,975,29
5,4550892,1111,19
6,3860108,4840,8
7,4925406,118,5
8,4328703,9877,31
9,6460082,773,11
0,4016189,476,9
1,4036946,503,16
2,3663973,460,19
3,3662216,113,5
4,6451081,980,29
5,4549352,1103,19
6,3860243,4835,8
7,4925190,116,5
8,4328595,9878,31
9,6457892,713,11
0,4014919,463,9
1,4039892,513,16
2,3614648,460,19
3,3662270,113,4
4,6451108,969,29
5,4549459,1100,19
6,3859622,4831,8
7,4925243,130,5
8,4328757,9876,31
9,6459892,719,11
0,4017027,473,9
1,4038460,521,16
2,3613730,461,19
3,3662594,113,4
4,6452379,972,29
5,4548621,1102,19
6,3859919,4834,8
7,4925271,116,5
8,4329135,9880,31
9,6459973,733,11
0,4015487,463,9
1,4040459,510,16
2,3614459,462,19
3,3662433,114,4
4,6452351,966,29
5,4549378,1092,19
6,3860297,4833,8
7,4925216,118,5
8,4329000,9878,31
9,6460162,749,11
0,4014784,465,9
1,4037108,523,16
2,3663973,458,19
3,3662459,115,4
4,6450162,968,29
5,4550622,1098,19
6,3859946,4833,8
7,4925270,114,5
8,4328811,9880,31
9,6458135,748,11
0,4020973,532,9
1,4046675,555,16
2,3665865,503,19
3,3662595,117,5
4,6451054,991,29
5,4552568,1134,19
6,3860297,4844,8
7,4925081,133,5
8,4328973,9884,31
9,6461622,921,11
0,4019595,515,9
1,4041757,538,16
2,3614837,469,19
3,3662216,109,4
4,6454054,976,29
5,4549973,1100,19
6,3859757,4837,8
7,4925379,117,5
8,4328838,9882,31
9,6457190,667,11
0,4017621,481,9
1,4040027,515,16
2,3614243,457,19
3,3662189,112,4
4,6450108,967,29
5,4547702,1092,19
6,3859919,4836,8
7,4925270,131,5
8,4329162,9878,31
9,6459432,678,11
0,4016892,477,9
1,4034838,525,16
2,3614081,455,19
3,3662081,110,5
4,6449378,961,29
5,4548027,1086,19
6,3860459,4830,8
7,4925216,134,5
8,4329027,9878,31
9,6458216,764,11
0,4016487,466,9
1,4033270,509,16
2,3614243,453,19
3,3662514,111,4
4,6453081,965,29
5,4548946,1080,19
6,3859756,4827,8
7,4925676,132,5
8,4328757,9875,31
9,6457595,686,11
0,4016541,476,9
1,4040027,524,16
2,3614622,457,19
3,3662243,110,5
4,6451838,973,29
5,4548946,1092,19
6,3860243,4833,8
7,4925027,131,5
8,4328622,9878,31
9,6458406,743,11
0,4016892,464,9
1,4044540,519,16
2,3614432,456,19
3,3662324,111,5
4,6451568,960,29
5,4548757,1091,19
6,3859676,4842,8
7,4925243,116,5
8,4329270,9877,31
9,6459351,696,11
0,4016271,467,9
1,4040081,519,16
2,3614567,460,19
3,3664676,109,5
4,6452135,968,29
5,4546595,1082,19
6,3860054,4830,8
7,4925054,130,5
8,4329432,9875,31
9,6458189,677,11
0,4022297,551,9
1,4045675,556,16
2,3616189,506,19
3,3662892,118,4
4,6452811,995,29
5,4552324,1132,19
6,3861190,4845,8
7,4925838,143,5
8,4328973,9892,31
9,6461757,996,11
0,4019324,511,9
1,4035946,523,16
2,3613892,462,19
3,3662298,115,4
4,6452757,977,29
5,4548865,1090,19
6,3860622,4837,8
7,4925351,117,5
8,4328892,9878,31
9,6458270,715,11
0,4016541,476,9
1,4042838,515,16
2,3614675,466,19
3,3662298,114,5
4,6450946,968,29
5,4549757,1088,19
6,3860405,4839,8
7,4924973,114,5
8,4328594,9876,31
9,6459864,729,11
0,4015487,462,9
1,4044135,517,16
2,3613595,454,19
3,3662378,108,4
4,6450000,973,29
5,4548378,1093,19
6,3860513,4837,8
7,4925378,133,5
8,4328594,9874,31
9,6457703,693,11
0,4015594,472,9
1,4042027,521,16
2,3613838,454,19
3,3662540,111,4
4,6451730,973,29
5,4549433,1097,19
6,3860568,4836,8
7,4925054,117,5
8,4328676,9875,31
9,6457487,677,11
0,4016568,475,9
1,4037000,514,16
2,3613757,453,19
3,3662622,110,5
4,6451811,971,29
5,4547378,1080,19
6,3860081,4834,8
7,4925163,132,5
8,4328973,9873,31
9,6457946,653,11
0,4017108,477,9
1,4041973,508,16
2,3663244,453,19
3,3662460,111,4
4,6450486,965,29
5,4548757,1085,19
6,3859892,4832,8
7,4924919,130,5
8,4328946,9875,31
9,6457433,686,11
0,4016216,470,9
1,4038838,517,16
2,3613757,454,19
3,3662297,112,5
4,6450082,958,29
5,4548379,1091,19
6,3860189,4839,8
7,4925297,133,5
8,4329027,9876,31
9,6457324,651,11
0,4021811,563,9
1,4046622,540,16
2,3616217,500,19
3,3665135,114,4
4,6452216,990,29
5,4550513,1113,19
6,3860433,4843,8
7,4925190,122,5
8,4328973,9885,31
9,6461216,946,11
0,4017351,497,9
1,4042081,531,16
2,3614352,461,19
3,3662081,109,4
4,6451513,980,29
5,4549730,1107,19
6,3860108,4841,8
7,4925459,115,5
8,4328756,9877,31
9,6458054,744,11
0,4017405,482,9
1,4036541,517,16
2,3614270,456,19
3,3662432,114,5
4,6451757,976,29
5,4547919,1088,19
6,3860216,4836,8
7,4925973,136,5
8,4328541,9873,31
9,6459568,748,11
0,4015135,457,9
1,4037405,520,16
2,3613946,456,19
3,3662433,112,4
4,6452000,972,29
5,4549514,1095,19
6,3860135,4836,8
7,4925541,132,5
8,4329027,9874,31
9,6457918,716,11
0,4015081,461,9
1,4032027,519,16
2,3614622,457,19
3,3662271,110,4
4,6452433,973,29
5,4548892,1092,19
6,3859757,4836,8
7,4925081,117,5
8,4328919,9877,31
9,6458189,703,11
0,4015216,466,9
1,4039189,520,16
2,3664000,453,19
3,3662513,110,5
4,6450027,963,29
5,4548973,1093,19
6,3859648,4833,8
7,4925081,131,5
8,4328919,9876,31
9,6458784,750,11
0,4014649,465,9
1,4032865,515,16
2,3614163,460,19
3,3662244,110,4
4,6451027,980,29
5,4548406,1081,19
6,3859459,4832,8
7,4925000,117,5
8,4329054,9876,31
9,6459487,711,11
0,4017379,476,9
1,4037486,521,16
2,3614379,460,19
3,3662540,113,4
4,6451243,965,29
5,4549162,1088,19
6,3859784,4835,8
7,4924811,111,5
8,4328919,9878,31
9,6458243,682,11
0,4022541,561,9
1,4045000,550,16
2,3615703,504,19
3,3662703,121,4
4,6453081,993,29
5,4550811,1126,19
6,3860973,4849,8
7,4925081,136,5
8,4329054,9884,31
9,6461433,985,11
0,4020351,499,9
1,4038568,529,16
2,3615351,474,19
3,3662081,112,4
4,6450459,984,29
5,4549919,1112,19
6,3860514,4838,8
7,4924865,134,5
8,4329000,9880,31
9,6458568,827,11
0,4017865,481,9
1,4043000,520,16
2,3614567,470,19
3,3665000,113,4
4,6451162,972,29
5,4547162,1089,19
6,3860162,4838,8
7,4925487,132,5
8,4328811,9878,31
9,6458081,776,11
0,4016513,467,9
1,4038676,522,16
2,3613271,452,19
3,3662622,116,5
4,6451027,965,29
5,4548351,1086,19
6,3860081,4834,8
7,4925135,129,5
8,4328568,9879,31
9,6458054,768,11
0,4017081,481,9
1,4038459,515,16
2,3613865,460,19
3,3662432,113,4
4,6449703,962,29
5,4549324,1086,19
6,3859919,4833,8
7,4925054,132,5
8,4328973,9874,31
9,6458513,726,11
0,4015244,469,9
1,4033487,516,16
2,3614351,463,19
3,3662595,117,5
4,6450108,959,29
5,4551108,1090,19
6,3859649,4832,8
7,4925216,131,5
8,4329081,9873,31
9,6458541,753,11
0,4015973,473,9
1,4041783,519,16
2,3613351,446,19
3,3662351,115,4
4,6450324,968,29
5,4546540,1071,19
6,3860000,4824,8
7,4925729,134,5
8,4328568,9874,31
9,6460027,774,11
0,4015297,457,9
1,4037621,512,16
2,3614081,454,19
3,3662271,115,4
4,6451108,963,29
5,4547595,1078,19
6,3860351,4827,8
7,4925189,116,5
8,4329000,9877,31
9,6459459,695,11
0,4021514,545,9
1,4044081,556,16
2,3616757,514,19
3,3662514,123,4
4,6452892,996,29
5,4550216,1124,19
6,3860000,4841,8
7,4925189,120,5
8,4328946,9891,31
9,6461162,980,11
0,4020622,527,9
1,4036460,540,16
2,3613729,458,19
3,3662729,115,4
4,6453054,987,29
5,4549135,1083,19
6,3859459,4834,8
7,4924919,113,5
8,4328595,9876,31
9,6458216,726,11
0,4017351,483,9
1,4040135,518,16
2,3614379,458,19
3,3662351,111,4
4,6450648,961,29
5,4548811,1076,19
6,3860540,4835,8
7,4925244,133,5
8,4328703,9876,31
9,6460244,776,11
0,4015271,465,9
1,4038433,522,16
2,3614351,466,19
3,3662406,112,5
4,6451351,964,29
5,4548838,1087,19
6,3860135,4835,8
7,4924837,131,5
8,4329108,9878,31
9,6459622,743,11
0,4016081,470,9
1,4032892,519,16
2,3614244,455,19
3,3662352,108,4
4,6450756,961,29
5,4548622,1074,19
6,3859622,4833,8
7,4925378,117,5
8,4329000,9878,31
9,6459622,752,11
0,4016757,470,9
1,4035163,510,16
2,3614162,456,19
3,3662838,111,4
4,6451135,961,29
5,4547919,1089,19
6,3859486,4831,8
7,4925297,130,5
8,4328676,9877,31
9,6458217,756,11
0,4015244,460,9
1,4043162,519,16
2,3614270,460,19
3,3662676,109,4
4,6450784,963,29
5,4547378,1074,19
6,3859676,4831,8
7,4925081,132,5
8,4328811,9877,31
9,6458000,738,11
0,4016433,472,9
1,4042027,528,16
2,3614054,459,19
3,3662217,113,5
4,6452405,972,29
5,4547622,1078,19
6,3860432,4818,8
7,4925189,128,5
8,4328892,9873,31
9,6458271,703,11
0,4022325,539,9
1,4042946,547,16
2,3615973,502,19
3,3662648,119,4
4,6452081,992,29
5,4550081,1122,19
6,3860054,4841,8
7,4925270,140,5
8,4329595,9882,31
9,6460865,923,11
0,4018162,503,9
1,4036757,533,16
2,3614568,463,19
3,3662406,117,5
4,6450838,971,29
5,4549000,1103,19
6,3860081,4835,8
7,4925378,117,5
8,4328811,9875,31
9,6460108,774,11
0,4018648,489,9
1,4041865,519,16
2,3613702,448,19
3,3664433,109,4
4,6449892,961,29
5,4548838,1090,19
6,3859567,4839,8
7,4925460,133,5
8,4329162,9877,31
9,6458675,753,11
0,4016730,461,9
1,4033649,517,16
2,3614460,455,19
3,3662162,111,4
4,6451270,967,29
5,4548811,1086,19
6,3859649,4835,8
7,4925459,133,5
8,4328730,9874,31
9,6458243,726,11
0,4015000,461,9
1,4037243,509,16
2,3614756,463,19
3,3662513,111,4
4,6451189,963,29
5,4549271,1089,19
6,3860135,4835,8
7,4925135,132,5
8,4328865,9874,31
9,6458703,777,11
0,4015487,457,9
1,4039487,516,16
2,3614432,455,19
3,3662135,108,4
4,6449648,957,29
5,4548162,1081,19
6,3860432,4834,8
7,4925217,113,5
8,4328730,9878,31
9,6458378,724,11
0,4016000,468,9
1,4031081,511,16
2,3614027,457,19
3,3662324,110,5
4,6449351,967,29
5,4548027,1078,19
6,3860298,4835,8
7,4925189,128,5
8,4328729,9878,31
9,6458433,738,11
0,4014352,456,9
1,4040487,515,16
2,3614297,453,19
3,3662054,112,4
4,6449000,951,29
5,4549514,1080,19
6,3860351,4832,8
7,4925378,132,5
8,4329000,9876,31
9,6457946,702,11
0,4022081,534,9
1,4048703,553,16
2,3615865,492,19
3,3662703,122,5
4,6451432,984,29
5,4553540,1124,19
6,3860081,4845,8
7,4925216,125,5
8,4329324,9886,31
9,6461027,951,11
0,4018163,503,9
1,4039622,527,16
2,3614784,460,19
3,3662513,110,4
4,6452973,980,29
5,4551027,1106,19
6,3860135,4834,8
7,4925081,129,5
8,4329298,9876,31
9,6458460,758,11
0,4017460,472,9
1,4043757,513,16
2,3614324,463,19
3,3662622,112,5
4,6449541,958,29
5,4548379,1101,19
6,3859595,4835,8
7,4924811,114,5
8,4328757,9876,31
9,6458595,755,11
0,4014973,462,9
1,4034649,514,16
2,3613919,457,19
3,3662594,112,4
4,6450729,963,29
5,4549027,1094,19
6,3859919,4836,8
7,4924865,112,5
8,4328729,9878,31
9,6458432,728,11
0,4014217,465,9
1,4045027,507,16
2,3614189,457,19
3,3664594,112,4
4,6449675,961,29
5,4550189,1096,19
6,3860459,4834,8
7,4925702,116,5
8,4328729,9877,31
9,6458108,788,11
0,4015811,472,9
1,4045325,518,16
2,3663891,460,19
3,3662216,110,4
4,6448432,952,29
5,4547730,1096,19
6,3859919,4831,8
7,4925541,113,5
8,4329000,9873,31
9,6460595,793,11
0,4015162,462,9
1,4037622,515,16
2,3613946,451,19
3,3662054,111,4
4,6449135,954,29
5,4548675,1098,19
6,3859946,4829,8
7,4925351,136,5
8,4329000,9872,31
9,6458000,747,11
0,4015945,471,9
1,4042946,528,16
2,3663973,450,19
3,3662054,108,5
4,6451135,962,29
5,4548297,1084,19
6,3860648,4830,8
7,4925675,134,5
8,4328973,9875,31
9,6459514,702,11
0,4020190,539,9
1,4045433,543,16
2,3616892,508,19
3,3662486,121,5
4,6451514,988,29
5,4553540,1128,19
6,3860135,4842,8
7,4924837,123,5
8,4328919,9886,31
9,6461379,1003,11
0,4019756,513,9
1,4039000,530,16
2,3614513,456,19
3,3662622,111,4
4,6450784,964,29
5,4551054,1113,19
6,3859702,4831,8
7,4924811,111,5
8,4328973,9876,31
9,6458649,754,11
0,4016162,478,9
1,4046379,529,16
2,3614675,465,19
3,3662702,118,4
4,6450865,960,29
5,4548676,1086,19
6,3860568,4840,8
7,4924973,114,5
8,4328784,9881,31
9,6458244,734,11
0,4013892,461,9
1,4041838,520,16
2,3613838,452,19
3,3662378,110,5
4,6450352,970,29
5,4547459,1076,19
6,3860378,4836,8
7,4925271,114,5
8,4328865,9882,31
9,6458405,753,11
0,4016676,464,9
1,4040649,506,16
2,3614136,456,19
3,3662406,112,5
4,6450541,964,29
5,4547027,1077,19
6,3860432,4835,8
7,4925405,114,5
8,4328783,9884,31
9,6459784,761,11
0,4014432,454,9
1,4042405,511,16
2,3614567,457,19
3,3664513,107,4
4,6449432,965,29
5,4547541,1079,19
6,3860081,4834,8
7,4924838,128,5
8,4328648,9881,31
9,6458514,788,11
0,4015676,458,9
1,4040351,508,16
2,3614216,460,19
3,3661919,106,4
4,6449270,955,29
5,4548109,1081,19
6,3859676,4821,8
7,4925054,126,5
8,4328568,9878,31
9,6458270,773,11
0,4015378,462,9
1,4039892,512,16
2,3614108,455,19
3,3662567,109,5
4,6447459,954,29
5,4548919,1083,19
6,3860081,4832,8
7,4924919,128,5
8,4328487,9878,31
9,6457865,687,11
0,4021946,544,9
1,4044919,545,16
2,3615838,502,19
3,3662378,122,4
4,6452054,996,29
5,4552189,1131,19
6,3860189,4848,8
7,4925135,137,5
8,4329622,9886,31
9,6461379,943,11
0,4018540,517,9
1,4035271,529,16
2,3665432,474,19
3,3662514,116,5
4,6451054,977,29
5,4549000,1099,19
6,3859756,4827,8
7,4925567,137,5
8,4329135,9874,31
9,6459973,810,11
0,4015757,468,9
1,4038379,511,16
2,3614892,468,19
3,3664730,116,4
4,6452162,970,29
5,4548811,1096,19
6,3859918,4832,8
7,4925432,131,5
8,4329135,9876,31
9,6460027,758,11
0,4017027,471,9
1,4040270,516,16
2,3614540,462,19
3,3662514,114,5
4,6452324,972,29
5,4548946,1098,19
6,3859757,4831,8
7,4925486,115,5
8,4328919,9875,31
9,6459730,730,11
0,4016486,467,9
1,4040378,515,16
2,3614514,460,19
3,3662379,114,4
4,6449162,954,29
5,4549648,1090,19
6,3859811,4834,8
7,4925189,116,5
8,4328811,9874,31
9,6458162,739,11
0,4015244,460,9
1,4040811,510,16
2,3613838,454,19
3,3662270,111,4
4,6450757,963,29
5,4548324,1092,19
6,3859676,4834,8
7,4925379,135,5
8,4329108,9874,31
9,6459513,712,11
0,4015405,461,9
1,4039081,508,16
2,3614297,459,19
3,3662702,109,5
4,6448567,958,29
5,4548243,1082,19
6,3860027,4831,8
7,4925108,117,5
8,4328594,9875,31
9,6459541,705,11
0,4015730,455,9
1,4040541,509,16
2,3614406,459,19
3,3662487,108,4
4,6447756,955,29
5,4549298,1085,19
6,3859973,4832,8
7,4925244,115,5
8,4328622,9878,31
9,6459730,724,11
0,4022324,524,9
1,4039216,539,16
2,3615838,489,19
3,3662730,114,5
4,6451325,984,29
5,4552162,1129,19
6,3860297,4840,8
7,4925324,138,5
8,4329054,9889,31
9,6459622,982,11
0,4019621,524,9
1,4038865,531,16
2,3614351,465,19
3,3662054,112,4
4,6453703,983,29
5,4548730,1093,19
6,3860027,4835,8
7,4925378,114,5
8,4328838,9879,31
9,6458324,747,11
0,4016811,471,9
1,4039946,524,16
2,3614136,461,19
3,3662324,111,4
4,6452135,958,29
5,4549352,1083,19
6,3860216,4833,8
7,4925595,117,5
8,4328891,9879,31
9,6459351,740,11
0,4014676,446,9
1,4040297,525,16
2,3664054,458,19
3,3662324,109,4
4,6448757,953,29
5,4548757,1081,19
6,3860216,4833,8
7,4925433,132,5
8,4328838,9877,31
9,6460054,741,11
0,4017216,473,9
1,4039540,519,16
2,3614217,459,19
3,3662622,111,4
4,6451082,956,29
5,4548567,1083,19
6,3859730,4829,8
7,4925082,131,5
8,4328810,9878,31
9,6459513,721,11
0,4017000,469,9
1,4044432,534,16
2,3664514,459,19
3,3662594,109,4
4,6451406,958,29
5,4547622,1085,19
6,3859541,4832,8
7,4925162,134,5
8,4328864,9876,31
9,6459135,728,11
0,4016541,470,9
1,4038324,520,16
2,3614000,454,19
3,3662513,111,4
4,6451433,964,29
5,4549352,1075,19
6,3860270,4834,8
7,4925378,134,5
8,4328946,9877,31
9,6458486,756,11
0,4013783,452,9
1,4044946,525,16
2,3614406,461,19
3,3662621,113,4
4,6450757,958,29
5,4549270,1076,19
6,3860189,4828,8
7,4925540,133,5
8,4329054,9872,31
9,6457595,705,11
0,4021676,543,9
1,4046081,564,16
2,3615865,501,19
3,3662460,123,4
4,6453460,999,29
5,4551297,1135,19
6,3860297,4838,8
7,4925649,134,5
8,4329027,9889,31
9,6460514,1032,11
0,4019838,515,9
1,4039055,534,16
2,3614352,461,19
3,3662460,118,5
4,6451622,985,29
5,4549541,1112,19
6,3859892,4834,8
7,4925514,119,5
8,4328811,9879,31
9,6459946,808,11
0,4016162,487,9
1,4040000,509,16
2,3614081,460,19
3,3662649,114,4
4,6449216,969,29
5,4549757,1097,19
6,3859730,4835,8
7,4925406,112,5
8,4328838,9878,31
9,6458108,682,11
0,4015784,463,9
1,4040459,513,16
2,3613811,459,19
3,3662433,111,5
4,6450973,962,29
5,4548486,1096,19
6,3859595,4840,8
7,4925459,120,5
8,4328865,9877,31
9,6458081,711,11
0,4015513,464,9
1,4041270,519,16
2,3614270,458,19
3,3662459,115,5
4,6451108,961,29
5,4548838,1090,19
6,3860216,4835,8
7,4925270,134,5
8,4328838,9879,31
9,6458676,774,11
0,4015649,465,9
1,4042946,503,16
2,3614000,462,19
3,3662243,112,4
4,6451054,962,29
5,4549325,1086,19
6,3860027,4837,8
7,4925298,134,5
8,4328865,9882,31
9,6458270,687,11
0,4014000,459,9
1,4041892,509,16
2,3614622,466,19
3,3662108,111,4
4,6448703,955,29
5,4548270,1078,19
6,3859757,4858,8
7,4925027,133,5
8,4328919,9880,31
9,6458406,705,11
0,4013838,456,9
1,4041703,518,16
2,3614432,456,19
3,3664405,109,5
4,6450108,964,29
5,4548433,1082,19
6,3859919,4850,8
7,4925081,113,5
8,4329027,9877,31
9,6457919,714,11
0,4022432,550,9
1,4042054,557,16
2,3615865,505,19
3,3662730,119,5
4,6455162,1001,29
5,4551082,1134,19
6,3861081,4865,8
7,4925837,138,5
8,4328865,9889,31
9,6461486,1029,11
0,4019270,524,9
1,4043162,538,16
2,3614190,463,19
3,3662487,115,4
4,6451946,980,29
5,4549892,1112,19
6,3860162,4858,8
7,4925270,119,5
8,4328892,9877,31
9,6458108,768,11
0,4015595,476,9
1,4031811,515,16
2,3614108,459,19
3,3662298,114,5
4,6451189,962,29
5,4548838,1089,19
6,3860325,4856,8
7,4925621,135,5
8,4328865,9874,31
9,6457892,721,11
0,4014081,457,9
1,4038081,518,16
2,3614621,463,19
3,3662135,109,4
4,6449595,958,29
5,4546730,1083,19
6,3859919,4850,8
7,4925081,113,5
8,4328487,9872,31
9,6458054,687,11
0,4017108,476,9
1,4032379,516,16
2,3614513,459,19
3,3662243,110,5
4,6451163,969,29
5,4548703,1090,19
6,3860081,4852,8
7,4925027,113,5
8,4328676,9875,31
9,6458054,734,11
0,4014324,451,9
1,4032919,523,16
2,3614297,459,19
3,3662297,109,5
4,6451352,961,29
5,4548189,1089,19
6,3859892,4852,8
7,4925270,128,5
8,4328621,9874,31
9,6458298,763,11
0,4015946,461,9
1,4039108,509,16
2,3614108,453,19
3,3662405,109,4
4,6451081,963,29
5,4547460,1090,19
6,3859243,4847,8
7,4925325,135,5
8,4329217,9875,31
9,6458027,746,11
0,4014136,454,9
1,4036784,527,16
2,3663811,454,19
3,3662541,112,5
4,6449892,962,29
5,4548757,1092,19
6,3859487,4838,8
7,4925217,131,5
8,4328919,9872,31
9,6458297,711,11
0,4020567,530,9
1,4036433,549,16
2,3615406,487,19
3,3662756,123,4
4,6454000,991,29
5,4550271,1119,19
6,3860649,4838,8
7,4925729,138,5
8,4328810,9885,31
9,6459325,948,11
0,4017486,498,9
1,4047027,537,16
2,3614541,458,19
3,3664757,114,5
4,6452567,976,29
5,4549405,1099,19
6,3860541,4835,8
7,4925594,120,5
8,4328513,9880,31
9,6457784,738,11
0,4014351,457,9
1,4042891,513,16
2,3664054,455,19
3,3662432,108,5
4,6448298,960,29
5,4549378,1086,19
6,3860621,4834,8
7,4925297,131,5
8,4328675,9877,31
9,6457756,716,11
0,4015054,449,9
1,4033892,513,16
2,3613838,447,19
3,3662081,104,4
4,6450838,961,29
5,4550189,1102,19
6,3860189,4836,8
7,4924946,110,5
8,4328622,9879,31
9,6457837,752,11
0,4015189,462,9
1,4038892,512,16
2,3613865,452,19
3,3662379,109,4
4,6449595,951,29
5,4549459,1085,19
6,3859946,4828,8
7,4925405,132,5
8,4329216,9878,31
9,6457838,768,11
0,4014514,456,9
1,4037000,519,16
2,3613594,451,19
3,3662324,112,4
4,6448946,955,29
5,4548622,1093,19
6,3859567,4833,8
7,4924892,130,5
8,4329108,9882,31
9,6458298,753,11
0,4015270,471,9
1,4046108,519,16
2,3613946,449,19
3,3662541,111,5
4,6449000,959,29
5,4548081,1089,19
6,3859621,4835,8
7,4925324,133,5
8,4329054,9879,31
9,6458243,743,11
0,4013892,452,9
1,4039784,524,16
2,3613406,446,19
3,3662405,110,4
4,6450406,956,29
5,4547703,1084,19
6,3859946,4849,8
7,4925595,132,5
8,4328622,9879,31
9,6457703,720,11
0,4019838,546,9
1,4047865,550,16
2,3616081,501,19
3,3662513,126,5
4,6451595,984,29
5,4550081,1122,19
6,3860081,4845,8
7,4925216,120,5
8,4328838,9883,31
9,6461595,1022,11
0,4018216,503,9
1,4040838,532,16
2,3613757,455,19
3,3662513,112,5
4,6452486,971,29
5,4549567,1105,19
6,3859946,4850,8
7,4924973,116,5
8,4328568,9875,31
9,6458162,750,11
0,4017622,478,9
1,4045486,517,16
2,3613919,464,19
3,3662135,108,5
4,6450081,968,29
5,4548460,1091,19
6,3859622,4842,8
7,4924865,111,5
8,4328729,9875,31
9,6460054,753,11
0,4018405,486,9
1,4038811,513,16
2,3614514,460,19
3,3665298,114,4
4,6451973,967,29
5,4550838,1096,19
6,3859676,4843,8
7,4925270,134,5
8,4328784,9879,31
9,6459729,787,11
0,4016054,467,9
1,4046082,528,16
2,3613946,451,19
3,3662973,112,5
4,6448784,953,29
5,4551135,1097,19
6,3859864,4850,8
7,4925352,136,5
8,4328919,9875,31
9,6459378,731,11
0,4016325,480,9
1,4041973,519,16
2,3613757,460,19
3,3662784,116,4
4,6450432,961,29
5,4551324,1097,19
6,3859918,4850,8
7,4925243,117,5
8,4329189,9876,31
9,6458595,781,11
0,4016811,473,9
1,4036243,509,16
2,3614297,466,19
3,3662514,114,4
4,6449729,957,29
5,4547865,1078,19
6,3860054,4849,8
7,4925486,132,5
8,4328621,9881,31
9,6457703,702,11
0,4016730,470,9
1,4039270,521,16
2,3613703,455,19
3,3662486,112,4
4,6449243,961,29
5,4548000,1085,19
6,3859919,4852,8
7,4925513,113,5
8,4328757,9880,31
9,6459352,689,11
0,4021784,547,9
1,4048108,547,16
2,3615784,490,19
3,3662487,118,4
4,6452919,1004,29
5,4550811,1114,19
6,3859946,4858,8
7,4925243,137,5
8,4328865,9884,31
9,6461271,901,11
0,4020108,522,9
1,4034946,537,16
2,3663918,460,19
3,3662676,113,4
4,6451405,981,29
5,4553162,1116,19
6,3859703,4852,8
7,4924838,113,5
8,4328351,9879,31
9,6459081,686,11
0,4017541,484,9
1,4037190,520,16
2,3613622,453,19
3,3662864,113,4
4,6451243,977,29
5,4548702,1097,19
6,3859865,4853,8
7,4925054,129,5
8,4329324,9880,31
9,6459594,704,11
0,4015216,460,9
1,4035811,514,16
2,3614054,455,19
3,3662973,114,5
4,6450702,967,29
5,4548135,1094,19
6,3860054,4848,8
7,4924838,128,5
8,4329243,9878,31
9,6459298,698,11
0,4017702,484,9
1,4030162,517,16
2,3613864,460,19
3,3662757,114,4
4,6452811,967,29
5,4548946,1094,19
6,3859784,4848,8
7,4925189,115,5
8,4329324,9876,31
9,6458162,730,11
0,4017324,471,9
1,4045513,518,16
2,3613459,444,19
3,3662216,109,5
4,6451216,969,29
5,4547919,1094,19
6,3861513,4833,8
7,4925594,115,5
8,4328865,9874,31
9,6459784,731,11
0,4014757,457,9
1,4034027,507,16
2,3614000,461,19
3,3662649,114,4
4,6448838,959,29
5,4550270,1096,19
6,3860081,4836,8
7,4925460,133,5
8,4328702,9874,31
9,6459622,736,11
0,4013784,452,9
1,4040703,533,17
2,3614000,453,19
3,3662487,110,4
4,6449216,963,29
5,4548891,1099,19
6,3860027,4829,8
7,4925487,132,5
8,4329081,9875,31
9,6458054,718,11
0,4022297,545,9
1,4047243,554,17
2,3615324,494,19
3,3662838,128,5
4,6451324,990,29
5,4552189,1137,19
6,3860379,4845,8
7,4925621,136,5
8,4329622,9890,31
9,6460892,926,11
0,4017973,500,9
1,4042811,529,16
2,3614162,464,19
3,3662567,115,5
4,6451379,967,29
5,4550568,1099,19
6,3859622,4834,8
7,4925108,131,5
8,4328919,9876,31
9,6458622,747,11
0,4017865,481,9
1,4034081,513,16
